show_id,title,minutes
5963,1920,143.0
2590,Psycho,143.0
5571,Howards End,143.0
4442,Heroine,143.0
5546,Elaan,143.0
4713,2 States,143.0
3159,The Sky Is Pink,143.0
5473,Raees,143.0
2736,Magnificent,143.0
1051,Ride or Die,143.0
1282,Red,143.0
3268,Guna 369,143.0
384,Department,143.0
7421,Master,143.0
1100,The Fisherman's Diary,143.0
8024,Singh Saab the Great,143.0
543,Ujala,143.0
1944,Jab We Met,143.0
4160,Rudy Habibie,143.0
6206,Babel,143.0
7260,Laal Rang,143.0
3532,Care of Kancharapalem,142.0
210,Once Upon a Time in Mumbai Dobaara!,142.0
8050,Soekarno,142.0
4573,Jatt James Bond,142.0
3760,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,142.0
6036,A Flying Jatt,142.0
2721,Dostana,142.0
5136,Jab Harry Met Sejal,142.0
5486,Ram Jaane,142.0
1680,Singham,142.0
330,Catch Me If You Can,142.0
1024,Ajeeb Daastaans,142.0
135,Clear and Present Danger,142.0
1154,Mandela: Long Walk to Freedom,141.0
3713,Hikaru Utada Laughter in the Dark Tour 2018,141.0
7941,Sat Sri Akal,141.0
3115,Iyore,141.0
4565,Dushman,141.0
3700,Romeo Akbar Walter,141.0
3348,The King,141.0
7911,Rustom,141.0
1021,Madness in the Desert,141.0
6853,Gie,141.0
7080,Insan,141.0
3912,Ek Khiladi Ek Haseena,141.0
4680,Naam Shabana,141.0
8450,The Pelican Brief,141.0
7480,Molly's Game,141.0
5187,Bandie,141.0
8453,The Phantom of the Opera,141.0
350,Seabiscuit,141.0
4460,Sigaram Thodu,141.0
8763,Wrong Side Raju,140.0
872,Sardar Ka Grandson,140.0
672,Mobile Suit Gundam III: Encounters in Space,140.0
8459,The Place Beyond the Pines,140.0
4988,Steel Rain,140.0
2211,Offering to the Storm,140.0
7172,Katha,140.0
7103,Issaq,140.0
2626,Love Aaj Kal,140.0
257,Nneka The Pretty Serpent,140.0
3875,Sur Sapata,140.0
1864,Hunterrr,140.0
4615,What the Jatt!!,140.0
8187,The Age of Shadows,140.0
3148,Talaash,140.0
6665,Eat Pray Love,140.0
4443,Himmatwala,140.0
6593,Den of Thieves,140.0
7713,Patiala House,140.0
1099,Mandela,140.0
2006,Lara and the Beat,140.0
4682,Spyder,140.0
4494,Illang: The Wolf Brigade,140.0
4557,25 Kille,140.0
7937,Sardaar ji,140.0
7677,Operation Red Sea,139.0
4693,Mom,139.0
7159,Kaabil,139.0
1910,Free State of Jones,139.0
3146,Rock On!!,139.0
1975,Saheb Biwi Aur Gangster Returns,139.0
295,Takizawa Kabuki ZERO 2020 The Movie,139.0
8527,The Talented Mr. Ripley,139.0
2269,Boss,139.0
2936,Thottappan,139.0
6189,As Good as It Gets,139.0
8068,Spider-Man 3,139.0
4602,Race 2,139.0
1611,Angels & Demons,139.0
1359,Shutter Island,139.0
7041,I Am Not Madame Bovary,139.0
690,Mobile Suit Gundam I,139.0
1305,Animals on the Loose: A You vs. Wild Movie,139.0
1198,Get on Up,139.0
4453,Mundeyan Ton Bachke Rahin,139.0
4092,The Drug King,139.0
1996,The Devil All The Time,139.0
4482,Baahubali: The Beginning (English Version),138.0
2734,Kapoor & Sons,138.0
373,Rurouni Kenshin: The Beginning,138.0
7420,Masoom,138.0
7157,K-19: The Widowmaker,138.0
501,Major Grom: Plague Doctor,138.0
2026,PhotoCopy,138.0
2027,Poshter Girl,138.0
8397,The Lives of Others,138.0
3908,HOMECOMING: A film by Beyoncé,138.0
943,Mystic River,138.0
6908,Haapus,138.0
6919,Hans Zimmer: Live in Prague,138.0
8416,The Matrix Reloaded,138.0
8414,The Mask of Zorro,138.0
8436,The Natural,138.0
1343,Space Sweepers,138.0
2630,Bheeshma,138.0
2288,Queen,138.0
713,Silver Skates,138.0
2885,The Visit,138.0
1053,The Master,137.0
4109,Sur: The Melody of Life,137.0
4545,"Monty Python Live (Mostly): One Down, Five to Go",137.0
7096,Irada Pakka,137.0
4563,Dev.D,137.0
4734,Rowdy Rathore,137.0
5271,First They Killed My Father,137.0
6885,Gosford Park,137.0
4568,Haani,137.0
4611,Udaan,137.0
4288,Andhadhun,137.0
1987,Nee Enge En Anbe,137.0
5892,Beasts of No Nation,137.0
7199,Kill Bill: Vol. 2,137.0
6865,Gol Maal,137.0
6511,Coach Carter,137.0
1973,Black,137.0
6523,Company,137.0
6026,7 Din Mohabbat In,137.0
5569,Pandora,137.0
4575,Judge Singh LLB,137.0
6032,A Clockwork Orange,137.0
4155,High Society,137.0
7170,Karzzzz,137.0
3199,Qismat,137.0
7703,Papa the Great,137.0
7387,Maine Pyaar Kyun Kiya,137.0
8048,Socha Na Tha,137.0
3805,The Man Who Feels No Pain,137.0
8770,Y.M.I.: Yeh Mera India,137.0
3224,Defiance,137.0
8157,Teen Patti,137.0
2194,Uma Maheswara Ugra Roopasya,137.0
2290,Special 26,137.0
7918,Sadma,137.0
3170,Marriage Story,137.0
7895,Rosemary's Baby,137.0
691,Rurouni Kenshin: The Final,137.0
4198,Baazaar,136.0
7461,Miracle,136.0
820,The Outlaw Josey Wales,136.0
4424,ABCD: Any Body Can Dance,136.0
202,Kucch To Hai,136.0
8415,The Matrix,136.0
1212,Mucize,136.0
8331,The Great Battle,136.0
205,Kyaa Super Kool Hain Hum,136.0
555,RattleSnake - The Ahanna Story,136.0
4585,Manje Bistre,136.0
552,Haseen Dillruba,136.0
3125,"Sincerely Yours, Dhaka",136.0
2287,Pyaar Ka Punchnama 2,136.0
7875,Road to Sangam,136.0
4125,The Tree of Blood,136.0
3659,Mauli,136.0
8474,The Rainmaker,136.0
951,The Lovely Bones,136.0
1742,Miss India,136.0
2355,Destiny,136.0
4394,Muzaffarnagar Baaqi Hai,136.0
2199,The Hater,136.0
3136,Fukrey,135.0
8113,Suburra,135.0
2651,Time to Hunt,135.0
3924,Dabbe: The Possession,135.0
5215,Baadshaho,135.0
7661,One Day,135.0
4307,ROMA,135.0
4567,Freedom at Midnight,135.0
3196,Jindua,135.0
1684,Well Done Abba,135.0
684,A Family,135.0
7510,Moor,135.0
2727,Hasee Toh Phasee,135.0
2811,Bypass Road,135.0
200,Koi Aap Sa,135.0
5089,The House Next Door,135.0
302,Chennai Express,135.0
5168,Mudbound,135.0
2443,X Large,135.0
3207,The Zoya Factor,135.0
254,Bombay,135.0
2337,Thackeray (Hindi),135.0
3137,Game,135.0
2327,Thackeray (Marathi),135.0
1941,Golmaal Returns,135.0
6326,Black Panther,135.0
5296,Chadi Jawani Budhe Nu,135.0
2472,Uncut Gems,135.0
8039,Sling Blade,135.0
5236,26 Years,135.0
8000,Shaurya: It Takes Courage to Make Right... Right,135.0
4452,Mumbai Meri Jaan,135.0
2046,I'm Thinking of Ending Things,135.0
3565,Marriage Palace,135.0
8052,Solo: A Star Wars Story,135.0
2283,One by Two,135.0
8053,Solo: A Star Wars Story (Spanish Version),135.0
7142,Jora 10 Numbaria,135.0
3142,Karthik Calling Karthik,135.0
6777,For Colored Girls,134.0
1285,The Conjuring 2,134.0
6177,Anwar,134.0
3225,Evvarikee Cheppoddu,134.0
7003,Hostiles,134.0
8629,"Trikal (Past, Present, Future)",134.0
3198,Mahi NRI,134.0
5550,Salaakhen,134.0
3252,Dorasaani,134.0
6670,Ek Hasina Thi,134.0
1863,Disco Dancer,134.0
5034,FullMetal Alchemist,134.0
1765,Snowden,134.0
7127,Jersey Boys,134.0
2313,Pek Yakında,134.0
3127,Bangistan,134.0
4956,Paheli,134.0
4588,Muran,134.0
7373,Madaari,134.0
7092,Invictus,134.0
1255,Rain Man,134.0
7903,Run,134.0
3564,Kaake Da Viyah,133.0
2851,The Last Bomb of the Second World War,133.0
1116,Ferrari Ki Sawaari,133.0
8171,Teshan,133.0
2016,Aapla Manus,133.0
2987,Sillu Karuppatti,133.0
1679,Raman Raghav 2.0,133.0
3533,Ee Nagaraniki Emaindi,133.0
6610,Die Another Day,133.0
1088,Roohi,133.0
6191,Asura: The City of Madness,133.0
4440,Grandmaster,133.0
3487,Malaal,133.0
1562,Torbaaz,133.0
7747,"Plaire, aimer et courir vite",133.0
6714,Everybody Knows,133.0
6720,Executive Decision,133.0
4766,Nothing to Lose,133.0
600,The Best of Enemies,133.0
6380,Brooklyn's Finest,133.0
7940,Sarvopari Palakkaran,133.0
1596,MANK,133.0
4386,The Ballad of Buster Scruggs,133.0
7145,Judwaa,133.0
800,Million Dollar Baby,133.0
7244,Kuppivala,133.0
4735,Tamasha,133.0
5041,Love Per Square Foot,133.0
1346,The Yin-Yang Master: Dream Of Eternity,133.0
2214,The Kissing Booth 2,133.0
258,O Kadhal Kanmani,133.0
8762,Wrong No.,133.0
6076,Aata Pita,133.0
1388,The Next Three Days,133.0
6086,Across the Universe,133.0
671,Mobile Suit Gundam II: Soldiers of Sorrow,133.0
8334,The Great Raid,133.0
7137,John Carter,133.0
209,Once Upon a Time in Mumbaai,133.0
3923,Dabbe 5: Zehr-i Cin,133.0
3202,Thug Life,133.0
7175,Kay Dyache Bola,133.0
4949,Billu,132.0
3967,The Highwaymen,132.0
798,I Am Sam,132.0
2611,R.K.Nagar,132.0
2824,Miracle in Cell No. 7,132.0
1014,Miss Sloane,132.0
3007,Motichoor Chaknachoor,132.0
6441,Chal Mere Bhai,132.0
5777,Riphagen - The Untouchable,132.0
4608,Theeya Velai Seyyanum Kumaru,132.0
4613,Wake Up Sid,132.0
7423,Matichya Chuli,132.0
4107,Neevevaro,132.0
1538,Lee Daniels' The Butler,132.0
7213,Kis Kisko Pyaar Karoon,132.0
3019,Legend,132.0
7116,Jail,132.0
388,Mimi,132.0
7118,Jal,132.0
7120,Janaan,132.0
8669,V for Vendetta,132.0
6606,Di Renjie zhi Sidatianwang,132.0
7160,Kaakan,132.0
7429,Maza Pati Karodpati,132.0
3030,Women of Mafia 2,132.0
1086,Night in Paradise,132.0
1561,The Prom,132.0
4079,The Mistress,132.0
5301,Khoon Khoon,132.0
4019,Barcelona: A Love Untold,132.0
6820,Gabriel and the Mountain,132.0
8772,Yaara O Dildaara,132.0
2414,Forensic,132.0
2631,Bittersweet,132.0
7389,Mala Kahich Problem Nahi,132.0
8099,Story of an Egg,132.0
4449,Katti Batti,132.0
2535,Malang,131.0
851,99 Songs,131.0
5534,Sandy Wexler,131.0
8581,Thor: Ragnarok,131.0
6315,Bioscope,131.0
853,99 Songs (Telugu),131.0
4457,Raja Natwarlal,131.0
1200,Savages,131.0
4454,No One Killed Jessica,131.0
1203,C/O Kaadhal,131.0
8799,Zed Plus,131.0
852,99 Songs (Tamil),131.0
7418,Mary Poppins Returns,131.0
4465,Welcome to Sajjanpur,131.0
4603,Saadey CM Saab,131.0
3255,Mallesham,131.0
4737,Thank You,131.0
3933,Sarvam Thaala Mayam (Telugu Version),131.0
4089,Shonar Pahar,131.0
2755,Greater,131.0
2366,Alexandria ... Why?,131.0
7794,Primal Fear,131.0
7565,National Treasure,131.0
6079,Abhinetri,131.0
4062,Sarvam Thaala Mayam (Tamil Version),131.0
6422,Caregiver,131.0
2729,Humpty Sharma Ki Dulhania,131.0
8386,The Last Face,131.0
7361,Lucky: No Time for Love,131.0
7524,Mud,131.0
4503,Mr. Chandramouli,131.0
3915,Jhankaar Beats,131.0
4510,Soorma,131.0
451,The Twilight Saga: New Moon,131.0
4841,Bad Genius,130.0
4069,A Second Chance,130.0
2377,The Land,130.0
5937,Shrek the Musical,130.0
4887,CIA: Comrade in America,130.0
2362,The Emigrant,130.0
5444,1898: Our Last Men in the Philippines,130.0
3635,The Red Sea Diving Resort,130.0
2857,Bhangra Paa Le,130.0
6489,City of God,130.0
4114,Yucatán,130.0
8668,USS Indianapolis: Men of Courage,130.0
4610,Tiger,130.0
1773,The 12th Man,130.0
605,The Life of David Gale,130.0
8723,What Lies Beneath,130.0
1983,Anaamika,130.0
4334,Blind Detective,130.0
4694,Pad Man,130.0
8687,Waar,130.0
4511,Apostle,130.0
8612,Traffic Signal,130.0
8419,The Mayor,130.0
7100,Ishqedarriyaan,130.0
3994,The Unmarried Wife,130.0
351,Space Cowboys,130.0
1971,The Blue Elephant 2,130.0
8673,Veerey Ki Wedding,130.0
7466,Miss Julie,130.0
1843,The Trial of the Chicago 7,130.0
5630,Pink,130.0
8114,Suckseed,130.0
2024,Kaagar,130.0
6867,GoldenEye,130.0
1067,The Soul,130.0
1675,Bodyguard,130.0
3774,A Silent Voice,130.0
4798,Namastey London,130.0
4619,Animal World,130.0
6833,Gemini,130.0
3049,Half Girlfriend,129.0
184,In the Line of Fire,129.0
6203,Azhar,129.0
1424,BluffMaster!,129.0
4598,Phantom,129.0
3151,6 Underground,129.0
2545,Action Replayy,129.0
4584,"Main, Meri Patni Aur Woh",129.0
4583,Luv Shuv Tey Chicken Khurana,129.0
8417,The Matrix Revolutions,129.0
4569,Happy Go Lucky,129.0
6332,Blaze,129.0
8072,Spotlight,129.0
1946,Manorama Six Feet Under,129.0
7821,Raging Bull,129.0
4456,Paan Singh Tomar,129.0
2282,Oh My God,129.0
601,The Game,129.0
4439,Ghanchakkar,129.0
4983,In This Corner of the World,129.0
8758,World Trade Center,129.0
1965,High & Low The Movie,129.0
6861,God of War,129.0
3983,Mirage,129.0
7463,Mirzya,129.0
5347,The Invisible Guardian,129.0
1942,Ishq Vishk,129.0
1677,Hawaizaada,129.0
4412,Bucket List,129.0
2368,An Egyptian Story,129.0
6440,Chal Dhar Pakad,129.0
6453,Chasing the Dragon,129.0
1436,Pieces of a Woman,128.0
4728,I Hate Luv Storys,128.0
8056,Something's Gotta Give,128.0
4445,Jatts in Golmaal,128.0
5152,Poster Boys,128.0
7812,Queen of the Desert,128.0
2315,Stardust,128.0
2364,Wasp Network,128.0
3866,Jo Pil-ho: The Dawning Rage,128.0
196,EMI: Liya Hai To Chukana Padega,128.0
6984,Holding the Man,128.0
6249,Basic Instinct,128.0
4562,Delhi 6,128.0
5969,​Goli Soda 2,128.0
6150,Amy,128.0
595,Star Trek,128.0
2475,One Day We'll Talk About Today,128.0
2274,Gabbar Is Back,128.0
3033,Made in China,128.0
4398,BuyBust,128.0
106,Angamaly Diaries,128.0
8636,True Grit,128.0
960,The Disciple,128.0
2278,Madras Café,128.0
3835,The Great Magician,128.0
4576,Kaminey,128.0
4040,Starting Over Again,128.0
4801,Tum Milo Toh Sahi,128.0
6605,Dhamaal,128.0
817,The Interpreter,128.0
542,Truckbhar Swapna,128.0
7457,Milk,128.0
7152,Jupiter Ascending,128.0
8565,The World Is Not Enough,128.0
7459,Minnaminugu the FireFly,128.0
4022,Seven Sundays,128.0
1681,TE3N,128.0
3784,III Smoking Barrels,128.0
3537,Saawan,128.0
5123,Muramba,128.0
8004,Sherlock Holmes,128.0
4020,Everything About Her,127.0
4042,The Love Affair,127.0
4189,Echcharikkai,127.0
2021,Dhh,127.0
6169,Ankur Arora Murder Case,127.0
1377,Kilometers and Kilometers,127.0
2272,Dharam Sankat Mein,127.0
4721,Chillar Party,127.0
5852,Belgica,127.0
6107,Aisa Yeh Jahaan,127.0
948,State of Play,127.0
7638,Ocean's Eleven,127.0
4152,Virsa,127.0
7095,Iqbal,127.0
5029,Mute,127.0
7072,Indiana Jones and the Last Crusade,127.0
819,The Mirror Has Two Faces,127.0
13,Je Suis Karl,127.0
4248,Tim Minchin: So F**king Rock,127.0
4736,Tere Naal Love Ho Gaya,127.0
3190,Baby Dolls,127.0
283,La diosa del asfalto,127.0
6077,Abby Sen,127.0
5013,Shubh Aarambh,127.0
4714,Baaghi,127.0
4356,Happy as Lazzaro,127.0
1389,The White Tiger,127.0
602,The Karate Kid,127.0
4727,Highway,127.0
1958,Real Steel,127.0
2861,Hugo,127.0
7745,Pitaah,127.0
6534,Cool Hand Luke,127.0
3769,Stree,127.0
8125,Super Nani,127.0
1744,MOTHER,127.0
7792,Premachi Goshta,127.0
4075,It Takes a Man and a Woman,127.0
3375,It Takes a Lunatic,127.0
3414,Verses of Love 2,127.0
8025,Single,127.0
193,C Kkompany,127.0
6486,Chupke Chupke,127.0
